"Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Vehicle ID","Test Veh Configuration #","Test Veh Displacement (L)","Actual Tested Testgroup","Vehicle Type","Rated Horsepower","# of Cylinders and Rotors","Engine Code","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Transmission Overdrive Code","Transmission Overdrive Desc","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Shift Indicator Light Use Cd","Shift Indicator Light Use Desc","Test Number","Test Originator","Analytically Derived FE?","ADFE Test Number","ADFE Total Road Load HP","ADFE Equiv. Test Weight (lbs.)","ADFE N/V Ratio","Test Procedure Cd","Test Procedure Description","Test Fuel Type Cd","Test Fuel Type Description","Test Category","THC (g/mi)","CO (g/mi)","CO2 (g/mi)","NOx (g/mi)","PM (g/mi)","CH4 (g/mi)","N2O (g/mi)","RND_ADJ_FE","FE_UNIT","FE Bag 1","FE Bag 2","FE Bag 3","FE Bag 4","DT-Inertia Work Ratio Rating","DT-Absolute Speed Change Ratg","DT-Energy Economy Rating","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Aftertreatment Device Cd","Aftertreatment Device Desc","Police - Emergency Vehicle?","Averaging Group ID","Averaging Weighting Factor","Averaging Method Cd","Averging Method Desc"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA22C",6,2.4,"GHNXV02.44K3","Car",185,4,"GA21C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037870","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00166,0.017,171.57,0.0029,,0.00097,,51.2,"MPG",,,,,1.3581332,0.9821741,-0.1665394,36.73,-0.288,0.02176,5.3,0.0746,0.01707,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA22C",7,2.4,"GHNXV02.44K3","Car",185,4,"GA21C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037871","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01108,0.07,247.09,0.012,,0.00387,,35.6,"MPG",33.8,34.5,39.7,,-2.9767827,-1.8726649,-0.8006711,36.73,-0.288,0.02176,5.3,0.0746,0.01707,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA22C",7,2.4,"GHNXV02.44K3","Car",185,4,"GA21C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037872","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00219,0.011,169.21,0.0031,,0.0014,,52.1,"MPG",,,,,-0.3705206,-0.3072189,-0.2202264,36.73,-0.288,0.02176,5.3,0.0746,0.01707,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",2,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.5,"1","Not eqipped","GHNX91002772","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0012832,0.0168983,181.0702848,0.0018968,,0.0008404,,49.3,"MPG",,,,,-0.662652,-0.565937,0.210406,45.24,-0.3207,0.02153,2.21,0.3857,0.01315,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",2,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.5,"1","Not eqipped","GHNX91002773","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0069778,0.0761794,266.5352786,0.0089316,,0.0023573,,33.4,"MPG",31.7058057,32.4278604,37.4011173,,1.044693,0.681662,0.387602,45.24,-0.3207,0.02153,2.21,0.3857,0.01315,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",3,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.5,"1","Not eqipped","GHNX91002776","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0063673,0.0702412,266.6695928,0.008921,,0.0024793,,33.4,"MPG",31.8672281,32.4778899,37.0406701,,0.436243,0.558299,0.827594,45.24,-0.3207,0.02153,2.21,0.3857,0.01315,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",3,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.5,"1","Not eqipped","GHNX91002777","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0017224,0.0141526,180.9764435,0.0012878,,0.0012898,,49.3,"MPG",,,,,0.697814,0.397491,-0.409297,45.24,-0.3207,0.02153,2.21,0.3857,0.01315,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",4,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,26,"1","Not eqipped","GHNX91002756","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0009877,0.0188131,170.6320627,0.000729,,0.000813,,52.2,"MPG",,,,,1.247759,0.64921,-0.586283,37.46,-0.2858,0.02142,3.05,0.1927,0.0155,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",4,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,26,"1","Not eqipped","GHNX91002757","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0070128,0.0708429,259.8381213,0.0086689,,0.0026085,,34.3,"MPG",32.4000142,33.1462445,38.7837605,,0.329115,0.298474,0.432901,37.46,-0.2858,0.02142,3.05,0.1927,0.0155,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",5,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,26,"1","Not eqipped","GHNX10037960","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00836,0.218,257.97,0.0087,,0.00266,,33.8,"MPG",32.2,33.6,37.9,,-0.0178177,0.0927305,0.0748586,37.46,-0.2858,0.02142,3.05,0.1927,0.0155,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA31C",5,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,26,"1","Not eqipped","GHNX91002774","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0009317,0.0200789,171.5530877,0.0015907,,0.000706,,51.9,"MPG",,,,,0.603719,0.76573,-0.032728,37.46,-0.2858,0.02142,3.05,0.1927,0.0155,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",0,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.6,"1","Not eqipped","GHNX10037901","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00972,0.114,257.16,0.0109,,0.00361,,34.2,"MPG",32.4,33.2,38.1,,-2.5303887,-1.4543714,-0.4349028,42.4,-0.2803,0.02213,6.96,0.1519,0.0164,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",0,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.6,"1","Not eqipped","GHNX10037902","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00207,0.006,179.16,0.0016,,0.00148,,49.2,"MPG",,,,,-3.2145563,-2.7108459,-0.3965452,42.4,-0.2803,0.02213,6.96,0.1519,0.0164,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",1,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037903","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00963,0.121,247.86,0.012,,0.00342,,35.5,"MPG",33.9,34.3,39.5,,-0.8618088,-0.5839738,0.3211699,37.18,-0.2852,0.02126,4.44,0.1644,0.01532,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",1,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037904","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00141,0.013,168.17,0.002,,0.00104,,52.4,"MPG",,,,,0.8976287,0.3150519,0.1477661,37.18,-0.2852,0.02126,4.44,0.1644,0.01532,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",2,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037905","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01135,0.111,247.17,0.0098,,0.00388,,35.6,"MPG",33.7,34.3,40.1,,-1.5498457,-0.7508698,-0.014132,37.18,-0.2852,0.02126,4.44,0.1644,0.01532,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",2,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037906","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00118,0.009,168.03,0.0019,,0.00084,,52.4,"MPG",,,,,-3.3128512,-3.361263,-0.64761,37.18,-0.2852,0.02126,4.44,0.1644,0.01532,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",3,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037907","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01025,0.125,247.93,0.0116,,0.00391,,35.5,"MPG",33.6,34.3,39.7,,-1.2750963,-0.6210363,0.1359032,36.73,-0.288,0.02176,5.28,0.1313,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",3,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037908","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00105,0.02,170.37,0.0016,,0.00067,,51.8,"MPG",,,,,-0.7372027,-0.8776461,-0.1210203,36.73,-0.288,0.02176,5.28,0.1313,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",4,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.6,"1","Not eqipped","GHNX10037909","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00847,0.122,263.26,0.0121,,0.00264,,33.5,"MPG",31.9,32.3,37.3,,0.4780428,0.4536346,0.3815769,42.4,-0.2803,0.02213,6.96,0.1519,0.0164,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",4,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3625,3.24,25.6,"1","Not eqipped","GHNX10037910","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00108,0.011,180.97,0.0016,,0.00064,,48.6,"MPG",,,,,-0.1599645,-0.4359545,-0.1753374,42.4,-0.2803,0.02213,6.96,0.1519,0.0164,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",5,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037911","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00953,0.111,245.7,0.0127,,0.00363,,35.8,"MPG",33.8,34.8,39.9,,-2.0439478,-1.3499298,-0.4531604,36.73,-0.288,0.02176,5.28,0.1313,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","ACCORD L4","EGA32C",5,2.4,"GHNXV02.45K3","Car",185,4,"GA31C1","SCV","Selectable Continuously Variable (e.g. CVT with paddles)",7,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3500,3.24,26,"1","Not eqipped","GHNX10037912","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00149,0.022,169.88,0.0018,,0.00108,,51.8,"MPG",,,,,-0.7891245,-1.0978542,-0.0864879,36.73,-0.288,0.02176,5.28,0.1313,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA1C",3,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040196","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00082,0.097,147.98,0.0012,,0.00098,,59.5,"MPG",,,,,2.5630884,2.0923928,-0.3826357,39.55,-0.399,0.02249,1.85,0.1591,0.01566,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA1C",3,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040203","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01626,0.078,211.91,0.0118,,0.00657,0.00151,41.6,"MPG",40.2,40.3,45.4,,0.5515442,0.3994987,0.4433491,39.55,-0.399,0.02249,1.85,0.1591,0.01566,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA1C",5,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040197","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01528,0.07,214.07,0.0153,,0.00676,,41.2,"MPG",41.3,39.4,44.9,,0.4079779,0.2895685,0.1270315,39.55,-0.399,0.02249,-2.1,0.3384,0.01382,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA1C",5,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040198","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0007,0.098,148.1,0.0013,,0.00095,,59.5,"MPG",,,,,1.4541397,1.2632896,-0.351061,39.55,-0.399,0.02249,-2.1,0.3384,0.01382,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",0,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10039592","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.00827,0.074,234.74,0.0061,,0.00296,,37.6,"MPG",24.9,44,,,-7.0653157,-3.4992636,-0.8952304,39.55,-0.399,0.02249,-4.67,0.4602,0.01243,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",0,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040199","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00919,0.075,213.93,0.0094,,0.00272,0.0004,41.2,"MPG",40.4,39.9,44.7,,0.7666801,0.5951578,0.1961835,39.55,-0.399,0.02249,0.94,0.2192,0.01495,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",0,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040200","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00019,0.048,147.85,0.001,,0.00021,,59.6,"MPG",,,,,0.2743949,0.1722492,-0.2399574,39.55,-0.399,0.02249,0.94,0.2192,0.01495,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",2,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10039601","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.00933,0.071,232.74,0.0077,,0.00305,,37.9,"MPG",25,44.4,,,-7.1570502,-3.4611661,-1.2685023,39.55,-0.399,0.02249,-4.67,0.4602,0.01243,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",2,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040201","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00941,0.095,213.6,0.0094,,0.00326,,41.2,"MPG",41.8,39.5,44.4,,-0.0000517,0.0090903,0.2396015,39.55,-0.399,0.02249,-4.67,0.4602,0.01243,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 1.5L","EGAA6C",2,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1FR","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.4,"1","Not eqipped","GHNX10040202","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00009,0.056,148.14,0.0016,,0.0002,,59.6,"MPG",,,,,0.4553625,0.2714753,-0.0689533,39.55,-0.399,0.02249,-4.67,0.4602,0.01243,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 2.0L","EGBB1M",4,2,"GHNXV02.0BK3","Car",158,4,"GBB1M1FR","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3000,4.1,38.5,"1","Not eqipped","GHNX10039547","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.02625,0.186,259.76,0.0104,,0.0074,,34.1,"MPG",36,31.6,38.2,,2.9726503,1.9322508,1.9666344,19.52,0.1229,0.01713,4.31,0.09,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 2.0L","EGBB1M",4,2,"GHNXV02.0BK3","Car",158,4,"GBB1M1FR","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3000,4.1,38.5,"1","Not eqipped","GHNX10040194","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00588,0.105,161.47,0.0029,,0.00448,,54.7,"MPG",,,,,13.4152999,11.3536835,1.9554534,19.52,0.1229,0.01713,4.31,0.09,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 2.0L","EGBB1M",5,2,"GHNXV02.0BK3","Car",158,4,"GBB1M1FR","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3000,4.1,38.5,"1","Not eqipped","GHNX10039549","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.02621,0.172,261.28,0.0118,,0.00818,,33.8,"MPG",35.5,31.2,38.3,,3.0716046,1.8709545,1.9649834,19.52,0.1229,0.01713,4.31,0.09,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 2DR COUPE 2.0L","EGBB1M",5,2,"GHNXV02.0BK3","Car",158,4,"GBB1M1FR","M","Manual",6,"N","F","2-Wheel Drive, Front","2","Top gear ration < 1",3000,4.1,38.5,"1","Not eqipped","GHNX10040195","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00339,0.309,161.1,0.0013,,0.0034,,54.6,"MPG",,,,,4.853269,3.878417,0.8650793,19.52,0.1229,0.01713,4.31,0.09,0.01628,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 4DR SEDAN 1.5L","EGAA1C",0,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.7,"1","Not eqipped","GHNX91002787","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0009518,0.130975,147.5226252,0.0006567,,0.0013012,,60.3,"MPG",,,,,0.713827,0.477685,-0.891058,30.64,-0.0741,0.01821,-6.3,0.659,0.00953,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 4DR SEDAN 1.5L","EGAA1C",0,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.7,"1","Not eqipped","GHNX91002788","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0135539,0.0731014,219.3049804,0.0131736,,0.007308,,40.8,"MPG",39.1005304,39.6171742,44.3402432,,1.135607,0.824087,0.386835,30.64,-0.0741,0.01821,-6.3,0.659,0.00953,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 4DR SEDAN 1.5L","EGAA1C",2,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.7,"1","Not eqipped","GHNX91002797","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0010616,0.1085841,145.6530187,0.0005952,,0.0014289,,61.1,"MPG",,,,,-0.699135,-0.649306,-0.953664,30.64,-0.0741,0.01821,-6.3,0.659,0.00953,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 4DR SEDAN 1.5L","EGAA1C",2,1.5,"GHNXV01.53H2","Car",174,4,"GAA1C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.7,"1","Not eqipped","GHNX91002806","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0151475,0.0847349,218.1941904,0.0140635,,0.007986,,40.9,"MPG",39.2685091,39.7654013,44.7095718,,-0.024854,-0.076898,0.011236,30.64,-0.0741,0.01821,-6.3,0.659,0.00953,"TWC","Three-way catalyst","N","",,"N","No averaging"
2016,"Honda","HNX","HONDA","CIVIC 4DR SEDAN 1.5L","EGAA3C",0,1.5,"GHNXV01.56K2","Car",174,4,"GAA2C1","CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front","2","Top gear ration < 1",3250,4.81,26.7,"1","Not eqipped","GHNX91002792","EPA","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.0172158,0.1673542,240.8946091,0.0059138,0.0027398,0.0051263,0.0006326,37,"MPG",24.3656502,43.480979,,,-9.499195,-7.161617,-0.952305,30.64,-0.0741,0.01821,-6.02,0.6445,0.0098,"TWC","Three-way catalyst","N","",,"N","No averaging"
